Member id,SEC,FEH,MT,SEX,AGE,EDU,HS,CHILD,CS,Affluence Index,No. of Brands,Brand Runs,Total Volume,No. of  Trans,Value,Trans / Brand Runs,Vol/Tran,Avg. Price,Pur Vol No Promo - %,Pur Vol Promo 6 %,Pur Vol Other Promo %,"Br. Cd. 57, 144",Br. Cd. 55,Br. Cd. 272,Br. Cd. 286,Br. Cd. 24,Br. Cd. 481,Br. Cd. 352,Br. Cd. 5,Others 999,Pr Cat 1,Pr Cat 2,Pr Cat 3,Pr Cat 4,PropCat 5,PropCat 6,PropCat 7,PropCat 8,PropCat 9,PropCat 10,PropCat 11,PropCat 12,PropCat 13,PropCat 14,PropCat 15
1040340.00,4.00,3.00,10.00,2.00,4.00,4.00,2.00,4.00,0.00,4.00,4.00,16.00,9150.00,27.00,949.00,1.69,338.89,10.37,0.98,0.02,0.00,0.56,0.15,0.03,0.00,0.00,0.00,0.00,0.00,0.26,0.11,0.67,0.15,0.07,0.67,0.00,0.00,0.14,0.03,0.00,0.00,0.00,0.00,0.15,0.01
1040370.00,3.00,1.00,4.00,2.00,4.00,2.00,5.00,2.00,1.00,13.00,4.00,26.00,12050.00,39.00,1030.25,1.50,308.97,8.55,0.86,0.06,0.08,0.00,0.01,0.02,0.00,0.00,0.07,0.00,0.00,0.89,0.04,0.22,0.23,0.51,0.49,0.22,0.04,0.14,0.02,0.00,0.07,0.00,0.00,0.01,0.00
1044010.00,4.00,3.00,10.00,2.00,4.00,1.00,4.00,4.00,0.00,2.00,2.00,5.00,12925.00,25.00,764.50,5.00,517.00,5.91,0.95,0.00,0.05,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.03,0.96,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.96,0.00
1044140.00,4.00,1.00,4.00,2.00,3.00,4.00,5.00,4.00,1.00,7.00,3.00,12.00,5600.00,17.00,640.50,1.42,329.41,11.44,0.73,0.04,0.23,0.30,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.23,0.46,0.13,0.18,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00
1044370.00,4.00,3.00,10.00,1.00,1.00,1.00,6.00,4.00,2.00,8.00,4.00,16.00,14850.00,32.00,1146.50,2.00,464.06,7.72,1.00,0.00,0.00,0.05,0.33,0.00,0.15,0.00,0.00,0.00,0.00,0.47,0.03,0.30,0.37,0.30,0.57,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00
1045030.00,1.00,1.00,10.00,2.00,2.00,5.00,4.00,1.00,1.00,19.00,3.00,19.00,4650.00,25.00,619.00,1.32,186.00,13.31,0.89,0.10,0.02,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.72,0.46,0.54,0.00,0.00,0.40,0.31,0.19,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00
1045060.00,4.00,3.00,10.00,2.00,4.00,1.00,2.00,2.00,0.00,1.00,3.00,6.00,2750.00,9.00,213.50,1.50,305.56,7.76,1.00,0.00,0.00,0.00,0.33,0.03,0.00,0.00,0.00,0.00,0.00,0.65,0.03,0.65,0.33,0.00,0.00,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.33,0.62
1045100.00,4.00,1.00,5.00,2.00,3.00,1.00,3.00,4.00,0.00,2.00,3.00,5.00,8250.00,26.00,573.50,5.20,317.31,6.95,0.95,0.00,0.05,0.19,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.24,0.75,0.00,0.24,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.75,0.00
1045120.00,3.00,3.00,10.00,2.00,4.00,5.00,6.00,1.00,1.00,22.00,3.00,17.00,21400.00,32.00,2648.00,1.88,668.75,12.37,0.98,0.02,0.00,0.00,0.08,0.00,0.02,0.00,0.00,0.00,0.00,0.90,0.06,0.61,0.08,0.24,0.29,0.56,0.01,0.00,0.00,0.00,0.00,0.05,0.00,0.08,0.00
1047210.00,4.00,3.00,10.00,2.00,4.00,1.00,3.00,4.00,2.00,12.00,3.00,7.00,6825.00,25.00,515.50,3.57,273.00,7.55,1.00,0.00,0.00,0.13,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.01,0.15,0.22,0.62,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.22,0.00
1047220.00,3.00,3.00,10.00,2.00,4.00,1.00,4.00,1.00,1.00,6.00,3.00,4.00,6525.00,23.00,799.50,5.75,283.70,12.25,1.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.05,0.00,0.00,0.86,0.00,0.91,0.09,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.09,0.00
1047350.00,4.00,3.00,10.00,2.00,4.00,1.00,8.00,4.00,1.00,13.00,8.00,23.00,26250.00,65.00,2340.00,2.83,403.85,8.91,1.00,0.00,0.00,0.19,0.49,0.01,0.00,0.07,0.02,0.01,0.01,0.21,0.10,0.32,0.57,0.01,0.24,0.04,0.01,0.02,0.01,0.00,0.02,0.00,0.07,0.57,0.02
1047420.00,2.00,3.00,10.00,2.00,4.00,0.00,3.00,4.00,1.00,2.00,2.00,2.00,14350.00,25.00,818.50,12.50,574.00,5.70,0.96,0.00,0.04,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.99,0.00
1047610.00,4.00,3.00,8.00,2.00,4.00,3.00,2.00,4.00,0.00,11.00,3.00,15.00,7125.00,33.00,1196.00,2.20,215.91,16.79,0.79,0.00,0.21,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.90,0.92,0.07,0.00,0.01,0.05,0.91,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.03
1047650.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,5.00,0.00,0.00,2.00,4.00,1050.00,4.00,111.00,1.00,262.50,10.57,0.50,0.00,0.50,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.21,0.79,0.00,0.00,0.79,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1047750.00,4.00,3.00,10.00,2.00,3.00,5.00,8.00,2.00,1.00,19.00,5.00,16.00,19650.00,46.00,1874.25,2.88,427.17,9.54,1.00,0.00,0.00,0.42,0.25,0.00,0.07,0.00,0.05,0.00,0.00,0.22,0.03,0.69,0.26,0.02,0.66,0.02,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.26,0.00
1047760.00,3.00,3.00,9.00,2.00,4.00,1.00,4.00,4.00,1.00,16.00,2.00,13.00,11450.00,24.00,1100.50,1.85,477.08,9.61,0.74,0.26,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.92,0.02,0.36,0.00,0.62,0.63,0.00,0.00,0.28,0.02,0.00,0.00,0.01,0.00,0.00,0.07
1047870.00,4.00,3.00,10.00,2.00,4.00,1.00,6.00,4.00,1.00,22.00,4.00,13.00,29350.00,35.00,3070.50,2.69,838.57,10.46,0.84,0.00,0.16,0.72,0.02,0.00,0.00,0.00,0.00,0.04,0.00,0.22,0.00,0.97,0.02,0.00,0.93,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00
1047980.00,3.00,0.00,0.00,0.00,4.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,150.00,1.00,37.00,1.00,150.00,24.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
1050050.00,4.00,3.00,10.00,2.00,3.00,3.00,6.00,4.00,1.00,19.00,4.00,10.00,15950.00,27.00,1031.50,2.70,590.74,6.47,0.86,0.02,0.12,0.02,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.14,0.79,0.07,0.14,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00
1050210.00,2.00,1.00,15.00,2.00,4.00,5.00,3.00,4.00,1.00,15.00,6.00,20.00,10625.00,44.00,2190.00,2.20,241.48,20.61,1.00,0.00,0.00,0.07,0.00,0.00,0.03,0.32,0.01,0.00,0.04,0.53,0.84,0.16,0.00,0.00,0.11,0.14,0.08,0.00,0.06,0.01,0.01,0.00,0.58,0.00,0.00
1054110.00,3.00,3.00,17.00,2.00,2.00,4.00,8.00,2.00,2.00,14.00,4.00,20.00,25400.00,40.00,1950.50,2.00,635.00,7.68,0.94,0.06,0.00,0.19,0.37,0.00,0.00,0.00,0.00,0.02,0.00,0.42,0.00,0.42,0.37,0.21,0.59,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00
1054270.00,4.00,3.00,10.00,2.00,2.00,4.00,2.00,4.00,2.00,5.00,2.00,5.00,9000.00,30.00,579.50,6.00,300.00,6.44,1.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.90,0.00,0.00,0.00,0.03,0.00,0.07,0.00,0.00,0.00,0.00,0.90,0.00
1054310.00,3.00,3.00,10.00,2.00,4.00,4.00,3.00,4.00,1.00,13.00,4.00,17.00,9300.00,31.00,1477.50,1.82,300.00,15.89,1.00,0.00,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,0.10,0.84,0.70,0.30,0.00,0.00,0.05,0.91,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00
1055060.00,4.00,3.00,10.00,2.00,2.00,5.00,2.00,4.00,1.00,18.00,5.00,24.00,10550.00,48.00,1498.00,2.00,219.79,14.20,0.97,0.00,0.03,0.13,0.00,0.01,0.00,0.03,0.00,0.00,0.06,0.77,0.22,0.76,0.00,0.01,0.23,0.62,0.00,0.01,0.00,0.00,0.00,0.07,0.03,0.00,0.04
1055160.00,4.00,3.00,10.00,2.00,2.00,5.00,6.00,3.00,1.00,17.00,5.00,20.00,13075.00,45.00,1435.50,2.25,290.56,10.98,0.93,0.05,0.02,0.04,0.00,0.00,0.02,0.00,0.00,0.35,0.01,0.58,0.09,0.77,0.02,0.13,0.19,0.39,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00
1055260.00,4.00,3.00,10.00,2.00,2.00,4.00,7.00,3.00,2.00,5.00,3.00,5.00,20125.00,25.00,1216.00,5.00,805.00,6.04,1.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.06,0.93,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.00
1055330.00,3.00,3.00,10.00,2.00,2.00,6.00,5.00,2.00,1.00,6.00,8.00,32.00,12300.00,57.00,1367.50,1.78,215.79,11.12,1.00,0.00,0.00,0.31,0.00,0.01,0.27,0.01,0.01,0.06,0.01,0.34,0.05,0.91,0.02,0.02,0.69,0.20,0.06,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00
1057150.00,4.00,3.00,10.00,2.00,4.00,1.00,8.00,2.00,2.00,7.00,2.00,4.00,5375.00,10.00,388.50,2.50,537.50,7.23,0.96,0.00,0.04,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.09,0.14,0.77,0.00,0.00,0.14,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.77,0.00
1057280.00,2.00,3.00,10.00,2.00,3.00,5.00,4.00,4.00,1.00,40.00,2.00,10.00,11300.00,34.00,1166.50,3.40,332.35,10.32,0.97,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.24,0.09,0.91,0.00,0.00,0.05,0.00,0.85,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.01
1057410.00,4.00,3.00,10.00,2.00,3.00,3.00,8.00,3.00,0.00,2.00,3.00,17.00,13950.00,31.00,1290.50,1.82,450.00,9.25,1.00,0.00,0.00,0.18,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.01,0.66,0.32,0.01,0.24,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00
1057500.00,3.00,3.00,4.00,2.00,3.00,4.00,5.00,2.00,1.00,10.00,3.00,12.00,16100.00,27.00,1549.00,2.25,596.30,9.62,0.91,0.00,0.09,0.29,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.71,0.29,0.00,0.44,0.04,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.04
1057510.00,4.00,3.00,10.00,2.00,3.00,4.00,8.00,2.00,1.00,13.00,3.00,10.00,24560.00,46.00,1951.00,4.60,533.91,7.94,0.98,0.00,0.02,0.13,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.18,0.16,0.34,0.33,0.48,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.34,0.00
1057550.00,4.00,3.00,17.00,2.00,3.00,3.00,9.00,3.00,0.00,7.00,4.00,24.00,16225.00,33.00,1488.00,1.38,491.67,9.17,0.74,0.23,0.02,0.02,0.11,0.05,0.00,0.00,0.00,0.00,0.00,0.82,0.17,0.70,0.11,0.02,0.72,0.00,0.05,0.07,0.00,0.00,0.00,0.00,0.00,0.11,0.05
1057580.00,4.00,3.00,10.00,2.00,2.00,3.00,5.00,2.00,2.00,11.00,3.00,21.00,11775.00,35.00,1058.50,1.67,336.43,8.99,0.95,0.05,0.00,0.12,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.27,0.20,0.13,0.40,0.55,0.03,0.08,0.00,0.19,0.00,0.00,0.00,0.00,0.13,0.03
1057800.00,4.00,3.00,8.00,2.00,2.00,4.00,5.00,4.00,1.00,15.00,5.00,23.00,16975.00,44.00,1649.00,1.91,385.80,9.71,0.90,0.10,0.00,0.04,0.00,0.01,0.04,0.00,0.04,0.00,0.00,0.89,0.06,0.70,0.02,0.22,0.80,0.10,0.00,0.05,0.00,0.00,0.04,0.00,0.00,0.02,0.00
1057930.00,4.00,3.00,5.00,2.00,1.00,5.00,7.00,1.00,1.00,27.00,5.00,34.00,19425.00,55.00,3079.50,1.62,353.18,15.85,0.94,0.02,0.04,0.02,0.00,0.00,0.02,0.08,0.00,0.00,0.14,0.73,0.55,0.37,0.02,0.06,0.15,0.51,0.05,0.01,0.05,0.02,0.00,0.01,0.18,0.02,0.01
1058000.00,4.00,3.00,15.00,2.00,3.00,4.00,5.00,3.00,1.00,11.00,4.00,11.00,11450.00,28.00,1179.00,2.55,408.93,10.30,0.95,0.00,0.05,0.14,0.00,0.00,0.00,0.00,0.01,0.07,0.00,0.78,0.03,0.97,0.00,0.00,0.89,0.00,0.07,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00
1058010.00,3.00,3.00,15.00,2.00,2.00,5.00,4.00,1.00,1.00,13.00,4.00,30.00,12000.00,62.00,1331.00,2.07,193.55,11.09,0.91,0.05,0.04,0.04,0.00,0.00,0.00,0.00,0.01,0.12,0.00,0.84,0.12,0.70,0.02,0.17,0.40,0.03,0.42,0.06,0.08,0.00,0.01,0.00,0.00,0.02,0.00
1058190.00,4.00,3.00,10.00,2.00,2.00,5.00,5.00,2.00,1.00,8.00,3.00,18.00,9950.00,43.00,834.50,2.39,231.40,8.39,0.78,0.13,0.08,0.05,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.81,0.17,0.19,0.14,0.51,0.57,0.00,0.00,0.05,0.17,0.00,0.00,0.00,0.00,0.14,0.07
1058350.00,4.00,3.00,10.00,2.00,2.00,1.00,5.00,2.00,0.00,4.00,3.00,5.00,16800.00,24.00,1067.50,4.80,700.00,6.35,1.00,0.00,0.00,0.13,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.13,0.84,0.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00
1058370.00,3.00,1.00,10.00,2.00,3.00,4.00,4.00,3.00,1.00,7.00,4.00,12.00,14375.00,36.00,1382.00,3.00,399.31,9.61,1.00,0.00,0.00,0.17,0.23,0.00,0.00,0.00,0.00,0.10,0.00,0.51,0.23,0.54,0.23,0.00,0.45,0.00,0.10,0.00,0.22,0.00,0.00,0.01,0.00,0.23,0.00
1060050.00,3.00,3.00,10.00,1.00,4.00,3.00,4.00,4.00,1.00,14.00,4.00,16.00,15050.00,26.00,1570.50,1.63,578.85,10.44,1.00,0.00,0.00,0.00,0.12,0.14,0.25,0.00,0.00,0.00,0.00,0.49,0.02,0.82,0.16,0.00,0.40,0.28,0.00,0.14,0.02,0.00,0.00,0.00,0.00,0.16,0.00
1060130.00,2.00,3.00,5.00,2.00,4.00,2.00,4.00,4.00,1.00,25.00,2.00,15.00,19400.00,59.00,1524.50,3.93,328.81,7.86,0.48,0.42,0.10,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.25,0.06,0.22,0.47,0.58,0.03,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.21,0.00
1060150.00,4.00,2.00,10.00,2.00,4.00,1.00,5.00,4.00,1.00,17.00,3.00,17.00,21150.00,22.00,2012.00,1.29,961.36,9.51,0.63,0.37,0.00,0.00,0.00,0.01,0.00,0.00,0.13,0.00,0.00,0.86,0.26,0.24,0.00,0.50,0.72,0.06,0.00,0.10,0.00,0.00,0.13,0.00,0.00,0.00,0.00
1060230.00,3.00,3.00,10.00,2.00,3.00,5.00,5.00,4.00,1.00,18.00,4.00,18.00,9600.00,41.00,1537.50,2.28,234.15,16.02,0.98,0.02,0.00,0.04,0.00,0.20,0.03,0.00,0.00,0.00,0.20,0.52,0.71,0.29,0.00,0.00,0.07,0.29,0.20,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1060260.00,4.00,3.00,10.00,2.00,3.00,4.00,8.00,2.00,1.00,12.00,5.00,30.00,14225.00,93.00,1541.00,3.10,152.96,10.83,0.98,0.02,0.00,0.04,0.25,0.03,0.00,0.00,0.16,0.00,0.00,0.52,0.23,0.50,0.25,0.01,0.18,0.04,0.18,0.03,0.15,0.00,0.16,0.00,0.00,0.25,0.00
1060330.00,3.00,3.00,10.00,2.00,3.00,4.00,3.00,4.00,2.00,8.00,3.00,4.00,7650.00,15.00,459.00,3.75,510.00,6.00,0.98,0.00,0.02,0.00,0.94,0.00,0.00,0.02,0.00,0.00,0.00,0.04,0.02,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.98,0.00
1060370.00,4.00,3.00,10.00,2.00,3.00,4.00,6.00,2.00,1.00,19.00,9.00,62.00,16025.00,138.00,1706.00,2.23,116.12,10.65,0.95,0.05,0.01,0.08,0.20,0.03,0.04,0.01,0.01,0.14,0.01,0.48,0.29,0.45,0.20,0.07,0.33,0.03,0.19,0.09,0.13,0.00,0.02,0.00,0.01,0.20,0.00
1060420.00,4.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,12.00,5.00,21.00,8850.00,38.00,982.50,1.81,232.89,11.10,0.98,0.00,0.02,0.00,0.02,0.01,0.29,0.00,0.00,0.00,0.04,0.64,0.21,0.73,0.07,0.00,0.48,0.33,0.00,0.01,0.11,0.00,0.00,0.00,0.00,0.07,0.00
1060590.00,4.00,3.00,10.00,2.00,4.00,3.00,6.00,4.00,1.00,11.00,2.00,20.00,15425.00,43.00,1380.50,2.15,358.72,8.95,0.73,0.27,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.97,0.08,0.04,0.00,0.88,0.68,0.00,0.00,0.24,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1060640.00,3.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,1.00,17.00,5.00,27.00,15675.00,88.00,2123.50,3.26,178.13,13.55,0.97,0.00,0.03,0.00,0.08,0.00,0.27,0.09,0.00,0.00,0.15,0.42,0.45,0.43,0.09,0.03,0.28,0.23,0.15,0.02,0.11,0.00,0.00,0.00,0.11,0.09,0.00
1060650.00,4.00,1.00,10.00,2.00,4.00,3.00,6.00,4.00,1.00,13.00,2.00,9.00,14660.00,22.00,1540.80,2.44,666.36,10.51,1.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,0.23,0.05,0.95,0.00,0.00,0.95,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
1060720.00,2.00,3.00,9.00,2.00,4.00,5.00,7.00,4.00,1.00,25.00,5.00,19.00,34025.00,96.00,5707.00,5.05,354.43,16.77,1.00,0.00,0.00,0.05,0.00,0.00,0.00,0.24,0.06,0.00,0.02,0.63,0.58,0.42,0.00,0.00,0.10,0.38,0.00,0.02,0.20,0.00,0.06,0.00,0.24,0.00,0.00
1060760.00,1.00,3.00,10.00,2.00,3.00,7.00,6.00,2.00,1.00,16.00,2.00,18.00,22900.00,32.00,2856.75,1.78,715.63,12.47,0.97,0.02,0.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.25,0.64,0.00,0.10,0.82,0.00,0.01,0.14,0.00,0.03,0.00,0.00,0.00,0.00,0.00
1060810.00,4.00,3.00,10.00,2.00,3.00,4.00,6.00,2.00,1.00,9.00,2.00,14.00,25875.00,45.00,1958.00,3.21,575.00,7.57,0.83,0.02,0.15,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.22,0.04,0.74,0.00,0.03,0.06,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.71,0.00
1060920.00,3.00,3.00,17.00,2.00,4.00,5.00,5.00,4.00,1.00,13.00,3.00,14.00,40475.00,27.00,4353.00,1.93,1499.07,10.75,0.99,0.01,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.05,0.94,0.00,0.01,0.96,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00
1060980.00,4.00,1.00,4.00,2.00,3.00,4.00,4.00,4.00,1.00,13.00,3.00,17.00,11025.00,33.00,1482.00,1.94,334.09,13.44,0.98,0.00,0.02,0.66,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.28,0.41,0.56,0.00,0.03,0.82,0.00,0.14,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
1061080.00,2.00,3.00,10.00,2.00,3.00,5.00,5.00,2.00,1.00,22.00,3.00,17.00,8700.00,36.00,1179.50,2.12,241.67,13.56,0.95,0.05,0.00,0.36,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.37,0.32,0.68,0.00,0.00,0.48,0.01,0.00,0.26,0.00,0.03,0.22,0.00,0.00,0.00,0.00
1061130.00,4.00,3.00,16.00,2.00,4.00,2.00,6.00,1.00,1.00,10.00,4.00,12.00,17950.00,32.00,2204.50,2.67,560.94,12.28,0.94,0.05,0.01,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.98,0.72,0.28,0.00,0.00,0.08,0.02,0.88,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061180.00,3.00,3.00,10.00,2.00,3.00,5.00,6.00,4.00,1.00,28.00,3.00,27.00,20875.00,65.00,2085.50,2.41,321.15,9.99,0.92,0.08,0.00,0.00,0.00,0.03,0.00,0.00,0.04,0.00,0.00,0.94,0.37,0.18,0.00,0.45,0.56,0.03,0.17,0.03,0.16,0.00,0.04,0.00,0.00,0.00,0.00
1061310.00,2.00,3.00,10.00,2.00,4.00,5.00,5.00,1.00,1.00,16.00,6.00,27.00,17900.00,44.00,2274.75,1.63,406.82,12.71,1.00,0.00,0.00,0.03,0.00,0.10,0.02,0.01,0.00,0.00,0.01,0.84,0.19,0.81,0.00,0.00,0.18,0.62,0.01,0.10,0.03,0.04,0.00,0.01,0.01,0.00,0.00
1061380.00,1.00,1.00,4.00,2.00,3.00,6.00,4.00,4.00,1.00,37.00,3.00,4.00,7575.00,19.00,1491.00,4.75,398.68,19.68,0.94,0.06,0.00,0.86,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.08,0.95,0.05,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.06,0.00,0.00
1061400.00,3.00,3.00,10.00,2.00,3.00,5.00,4.00,2.00,1.00,19.00,5.00,15.00,7475.00,25.00,921.00,1.67,299.00,12.32,0.87,0.12,0.01,0.43,0.02,0.06,0.00,0.00,0.00,0.00,0.02,0.47,0.26,0.60,0.14,0.00,0.55,0.03,0.00,0.21,0.00,0.07,0.00,0.00,0.00,0.14,0.00
1061500.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00,0.00,1.00,1.00,4800.00,11.00,272.00,11.00,436.36,5.67,0.63,0.00,0.38,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
1061580.00,1.00,1.00,4.00,2.00,3.00,8.00,3.00,2.00,1.00,53.00,2.00,14.00,6100.00,32.00,1887.00,2.29,190.63,30.93,0.77,0.18,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.89,0.09,0.00,0.02,0.10,0.22,0.00,0.00,0.00,0.68,0.00,0.00,0.00,0.00,0.00
1061660.00,3.00,3.00,10.00,2.00,3.00,5.00,4.00,4.00,1.00,15.00,4.00,14.00,12100.00,31.00,1079.00,2.21,390.32,8.92,0.96,0.04,0.00,0.04,0.12,0.00,0.01,0.00,0.00,0.00,0.00,0.83,0.03,0.68,0.29,0.00,0.10,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00
1061700.00,4.00,3.00,10.00,2.00,2.00,5.00,4.00,1.00,0.00,1.00,5.00,23.00,7225.00,35.00,755.50,1.52,206.43,10.46,0.92,0.03,0.05,0.22,0.17,0.00,0.00,0.00,0.07,0.00,0.04,0.50,0.12,0.65,0.17,0.06,0.37,0.11,0.06,0.04,0.11,0.00,0.07,0.02,0.00,0.17,0.05
1061730.00,2.00,1.00,10.00,2.00,3.00,2.00,4.00,2.00,1.00,14.00,5.00,17.00,12475.00,38.00,1366.00,2.24,328.29,10.95,1.00,0.00,0.00,0.08,0.00,0.00,0.63,0.00,0.00,0.01,0.01,0.28,0.19,0.81,0.00,0.00,0.76,0.02,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061820.00,3.00,3.00,10.00,2.00,4.00,4.00,5.00,4.00,2.00,13.00,1.00,5.00,22800.00,24.00,1651.00,4.80,950.00,7.24,0.83,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061830.00,4.00,3.00,10.00,2.00,3.00,1.00,3.00,4.00,2.00,9.00,2.00,5.00,16600.00,24.00,1248.50,4.80,691.67,7.52,1.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.11,0.00,0.89,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061940.00,4.00,3.00,10.00,2.00,3.00,1.00,9.00,2.00,1.00,23.00,2.00,6.00,15300.00,29.00,958.00,4.83,527.59,6.26,0.67,0.14,0.19,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.03,0.00,0.64,0.33,0.34,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.64,0.00
